ARE,1
AVGO,1
AVY,1
AZO,1
BAC,0
BALL,1
BAX,1
BBY,1
BDX,1
BG,0
BK,0
BKNG,0
BKR,0
BLDR,0
BMY,1
BR,1
BRK-B,1
BSX,1
BX,0
BXP,0
CAH,0
CASY,0
CBOE,0
CBRE,0
CDNS,1
CDW,0
CF,1
CHRW,0
CNC,1
CNP,0
COF,0
CPB,0
MMM,0
SCHW,0
TECH,1
A,1
AAPL,1
ACGL,1
ADBE,1
ADI,1
ADM,1
ADSK,1
AEE,0
AEP,0
AES,0
AFL,1
AIZ,1
AJG,1
AKAM,0
ALB,0
ALGN,0
AMAT,1
AMCR,0
AMD,1
AMT,0
AMZN,1
AOS,0
APH,1
APO,1
APTV,0
ARE,1
ARES,1
ATO,0
AVB,0
AVGO,1
AVY,1
AWK,0
AZO,0
BA,0
BAX,0
BBY,1
BKR,1
BMY,1
BRO,1
BSX,0
BX,1
BXP,0
CAT,0
CBOE,1
CBRE,1
CCL,0
CDNS,1
CF,0
CHRW,0
CNC,0
CNP,0
CPB,0
GOOG,1
GOOGL,1
LNT,0
T,0
TECH,0
AAPL,1
ABBV,0
ABT,0
ACGL,0
ADM,0
ADSK,1
AEE,1
AES,1
AIG,0
AIZ,0
ALB,1
ALL,0
AMAT,1
AMCR,0
AMD,1
AME,1
AMGN,0
AMP,1
AMT,0
ANET,1
AOS,1
APA,1
APD,0
APH,1
APTV,0
ARES,1
AVGO,1
AWK,0
BA,0
BAC,1
BBY,0
BDX,0
BF-B,0
BG,0
BIIB,0
BKNG,0
BLK,1
BMY,0
BX,0
CASY,0
CAT,1
CBOE,0
CBRE,1
CDNS,1
CDW,1
CF,1
CNC,1
COF,1
CPB,1
CPT,0
GOOG,1
GOOGL,1
LNT,0
MMM,1
MO,0
SCHW,1
T,0
AAPL,0
ABT,1
ACGL,1
ACN,1
ADI,0
ADSK,0
AEE,1
AIG,0
AIZ,1
AKAM,0
ALB,0
ALGN,1
ALL,1
AMAT,0
AMCR,0
AMD,0
AME,1
AMGN,1
AMT,1
AMZN,0
ANET,0
AOS,0
APA,1
APD,1
ARE,0
ARES,1
AVB,0
AVGO,0
AVY,1
AXP,0
AZO,0
BA,1
BAC,1
BALL,1
BBY,0
BDX,1
BF-B,1
BG,1
BK,0
BKNG,0
BKR,0
BRO,1
CAH,1
CAT,1
CBRE,1
CF,1
CNC,1
CNP,0
COF,0
COR,1
CRL,1
GOOG,0
GOOGL,0
